,Idx,Sent.
970,5778,The BBC's Alastair Leithead in New Orleans says there is panic as vital supplies run out.
971,5782,The situation appears to be even worse in Mississippi.
972,5783,"""You're going to be looking at hundreds dead along the coast,"" a state official said."
973,5788,"Survivors are being found all the time, including two children who lost their parents."
974,5791,"In Biloxi, 30 people were reported dead in one block of flats which was hit by a 9m (30ft) ""storm surge""."
975,5792,"The town's death toll may be ""in the hundreds"", municipal spokesman Vincent Creel said."
976,5794,Louisiana's Governor Blanco urged residents to spend Wednesday in prayer and assured them the crisis would eventually be overcome.
977,5798,Damage estimates of more than $25bn suggest it could be the US insurance industry's most expensive natural disaster ever.
978,5799,The price of crude oil on the international market hit a record $70.85 a barrel due to the vulnerability of oil and gas fields in the Gulf of Mexico.
979,5818,"On September 21, 2004, the U.S. Senate Appropriations Committee approved $16.379 billion in funding for NASA for fiscal year 2005."
980,5823,"""National Aeronautics and Space Administration (NASA): is funded at $16.379 billion, an increase of $200 million over the FY04 enacted level, and a reduction of $665 million from the budget request."
981,5824,An additional $800 million in emergency funding was added for NASA during the Committee's consideration of the bill.
982,5825,"-- The return to flight activities for the Shuttle program are funded at $4.319 billion, the requested level from the Administration."
983,5826,-- The International Space Station is funded at $1.6 billion.
984,5827,The bill reduces ISS operations by $120 million due to the continued reduced capability of the ISS for at least half of FY05.
985,5829,--- The Crew Exploration Vehicle (CEV) is funded at $268 million.
986,5830,--- A lunar exploration mission is funded at $20 million.
987,5831,--- $10 million is provided for Centennial Challenges.
988,5832,"Neighborhood Reinvestment Corporation (NRC): is funded at $115 million, the same as FY04 and the budget request."""
989,5834,Senate increases NASA funding
990,5837,I hope you have found this information helpful.
991,5838,"If you have any questions, please request clarification prior to rating the answer."
992,5849,I guess if you are someone not familiar with how NASA benefits our society I can see how one might form the opinion of yheggy-ga.
993,5854,"i believe that NASA is a HUGE waste of tax payers' money, but there are so many huge wastes of tax payer monies, that i find it best not to think about it."
994,5857,in response to Steve's comment: do you really believe that spending trillions on space exploration over the years was the ONLY way to invent the cellfone?
995,5859,i find that extremely hard to believe.
996,5860,"i think it could have been done in a much more cost efficient way, right here on bad-old-planet-earth."
997,5864,"I realize that it may sound strange, but we are desparate in our efforts and are willing to try anything to help our dear sick friend."
998,5865,"This costs absolutely nothing, and will take about one minute of your time."
999,5877,The web site is
1000,5879,That address is .
1001,5880,"The home page for Rockin on the River is , and it lists all the acts scheduled for the season."
1002,5892,There is a link to the contest page.
1003,5895,"Abby needs to fly to New York twice a month for these treatments, and her time on the Federal Grant program has expired."
1004,5897,I hope you have a huge network.
1005,5908,"Abby has three wonderful young children, and friends who love her and need her."
1006,5910,"With your help, we know she can do it!!"
1007,5913,"Bands, food, and prizes are sponsored by Beyond Control, who will be competing in the Band of the Year Contest at the River Front Festival in Cuyahoga Falls on July 1."
1008,5925,"The submarine incident was put down to a ""technical error"" by the Chinese government, which apologised to Japan."
1009,5927,The Brazil trade deal included funding for a joint oil-drilling and pipeline programme at a cost that experts said would add up to three times the cost of simply buying oil on the market.
1010,5930,"In September, China threatened to veto any move to impose sanctions on Sudan over the atrocities in Darfur."
1011,5934,China has its own reserves of oil and natural gas and once was a net oil exporter.
1012,5936,"This year it overtook Japan as the world's second largest consumer of energy, behind the US."
1013,5940,"Japan protested, to no avail, that the project should be a joint one."
1014,5944,"China wanted an overland route through its own territory, which would give it ultimate control if hostilities broke out."
1015,5946,"Claude Mandil, the executive director of the International Energy Agency in Paris, said the reserves in the East China Sea were hardly worth the trouble."
1016,5947,"""Nobody thinks that there will be a lot of oil and gas in this part of the world,"" he said."
1017,5949,"Eurasia Group, a New York-based firm of political analysts, said its oil experts worked out that China was paying such an inflated price for its investment in Brazil that the cost for the oil it ended up with was three times the market price."
1018,5950,"""If China's economy falters, which, in my view, appears increasingly likely, then commodity prices will plummet, and with them, the value of the assets that produce them,"" Jason Kindopp, Eurasia's lead China analyst, said."
1019,5953,"""Sudan is the primary example,"" he said."
1020,5954,"""It marks the first time in recent years that China has promised to wield its veto power in the UN Security Council against a petition initiated by the United States and backed by France and Great Britain."""
1021,5960,Meditation has to do with what is called ideation.
1022,5974,It surrounds you.
1023,5975,The golden rays feel soft and soothing.
1024,5978,"Yet, there is warmth and a familiarity with the vastness."
1025,5979,You want to merge your mind with the greater universal Mind that surrounds you.
1026,5991,You want to bring something back with you from your deep space experience where you sensed your mind merging with the universal Mind.
1027,5994,"A warm, gentle breeze swirls around your body and relaxes you even more ."
1028,6005,"Its meaning is ""Infinite happiness is everywhere""."
1029,6008,This is called ideation.
1030,6016,The important point is to develop some psycho-spiritual connection between your mind and the universal Consciousness or Supreme Consciousness.
1031,6019,The main thing is to keep practicing.
1032,6027,"One of “NCRC4ME’s” major efforts is to collect signatures for the attached “Declaration of Religious Leaders,” which has been and will again be presented to members of the NC legislature."
1033,6028,"It presents the case for marriage equality and states, “We are resolved that the State should not interfere with same-gender couples who choose to marry and share fully and equally in the rights, responsibilities, and commitments of civil marriage.”"
1034,6029,"A measure to amend the NC Constitution to ban gay marriage was defeated last year but already has been reintroduced in the 2005 legislative session, so there is a real need for visible support for the “pro-same-gender-marriage” side of this issue."
1035,6051,Denial of the status of marriage to those who would freely accept its responsibilities creates legal and economic inequities and social injustice.
1036,6052,We feel called to protest and oppose this injustice.
1037,6053,"As religious people, clergy and lay leaders, we are mandated by faith to stand for justice in our common civic life."
1038,6054,We oppose the use of sacred texts and religious traditions to deny legal equity to same-gender couples.
1039,6055,As concerned citizens we affirm the liberty of adults of the same gender to love and marry.
1040,6056,"We insist that no one, especially the state, is allowed to coerce people into marriage or bar two consenting adults, whether of the same or differing genders, from forming the family unit that lets them be more fully loving, thus more fully human."
1041,6057,"We respect the fact that debate and discussion continue in many of our religious communities as to the scriptural, theological and liturgical issues involved."
1042,6059,"We are resolved that the State should not interfere with same-gender couples who choose to marry and share fully and equally in the rights, responsibilities, and commitments of civil marriage."
1043,6060,We affirm freedom of conscience in this matter.
1044,6061,"We recognize that the state may not require religious groups to officiate at, or bless, same-gender marriages."
1045,6064,"As faith leaders, we commit ourselves to public action, visibility, education, and mutual support in the service of the right and freedom to marry."
1046,6073,"A copy of the Constitution, with links back to the official source, is located at http://loveallpeople.org/usconstitutiona.txt"
1047,6075,He has a very high intellect.
1048,6077,"He has a long and distinguished record, including many years as a Federal Appeals Judge, the next level below Supreme Court."
1049,6078,"He has encyclopedic knowledge of hundreds of different Supreme Court cases, and he can recite details from memory."
1050,6080,His co-workers love him.
1051,6081,His fellow judges love him.
1052,6082,His family loves him.
1053,6083,President Bush loves him.
1054,6094,"In our Constitutional system, we have three branches of the Federal Government: the Legislative, Executive, and Judicial branches."
1055,6095,"And the basic idea behind the Checks and Balances we have is that if one branch of the Government goes crazy, the other two can hold it down."
1056,6096,"But Samuel Alito believes in a little-known Constitutional theory - called the ""Unitary Executive Theory"" - which says that the President should have complete control over the Executive Branch, and that the Executive Branch should be in charge of almost everything that the Government actually does, including the functions of the Independent Agencies which were designed to be free of Presidential control, and the Military, which exists, which is regulated, and which is funded by specific authority given by the Constitution to Congress, not to the President."
1057,6101,"And the President becomes a Dictator, unrestrained by anything in the Constitution, backed up by the Armed Forces, which would be entirely under his personal control."
1058,6119,"Country has an Independent strategy = NASA & company to use ""Numero Uno"" strategy, try to assert, beat, mesh and control the space program of the country."
1059,6126,China launches its second manned spaceflight mission
1060,6127,Secretive efforts keep outsiders in the dark about the program's goals
1061,6131,"China launched Shenzhou VI, its second manned spacecraft, early today in northwest China's Gansu Province."
1062,6133,"The crew of the Shenzhou VI spacecraft was identified as Fei Junlong, 40, and Nie Haishen, 41, by China's official news agency."
1063,6134,The successful launch from the Jiuquan Satellite Launch Center in northwest China follows the solo flight of Yang Liwei in October 2003.
1064,6135,His one-day mission vaulted his communist homeland into the elite circle of spacefaring nations - Russia and the United States - that can launch and sustain humans in space.
1065,6136,Most experts believe China intends to develop a small space station of its own over the next several years.
1066,6137,But they remain uncertain about whether China aims to beat the United States to the moon in its secretive space effort.
1067,6139,"China's ""is not a fly-by-night program,"" said Joan Johnson-Freese, an expert on national security who follows space developments in the Asian nation at the Naval War College in Newport, R.I."
1068,6141,"They want a program that will be a success,"" Johnson-Freese said."
1069,6147,"""We applaud China's space achievements,"" NASA spokesman Allard Beutel said Tuesday."
1070,6148,"""We wish them a successful return of their astronauts."""
1071,6150,"At present, there are no plans for additional meetings with foreign powers to discuss the Bush exploration initiative or to extend an invitation to China to join the space station partnership, Beutel said."
1072,6151,"The flight of Fei and Nie could mark the end of the opening chapter in a three-phase Chinese space initiative, Johnson-Freese said."
1073,6155,At least one expert believes China's intentions might include a surprise attempt to circle the moon with astronauts before NASA's planned lunar return.
1074,6156,"""The Americans would be wise to plan accordingly,"" said John E. Pike, director of the Alexandria, Va.-based GlobalSecurity.org, a small national security think tank."
1075,6157,"""There is always the possibility they could jam us up, make us look like we are not numero uno,"" Pike said."
1076,6160,"""(China) could be the second country to do that,"" Pike said."
1077,6172,"It has cat's ""Meowing"" for the vocals, and you might really find yourself in those furnaces, feeling and thinking those terrible feelings and thoughts that these cats do before they die."
1078,6174,The main reason I wrote this post is to ask anyone reading this if they know of some way I can help put a stop to this Cat Holocaust.
1079,6181,"I read the Civet Cat story from a little while ago, and tonight, when my Mom emailed me about it, I re-read it, and went to the website with the song the author of the email created."
1080,6184,"I think for starters, myself and those of you who believe in God could say a special prayer for them."
1081,6199,But this is what he says about civet cats:
1082,6201,"Civet cats are trapped and placed in small cages inside darkened sheds, where the temperature is kept up to 110 F by fires."
1083,6204,These animals have the misfortune to produce a substance that is useful in the manufacture of perfume.
1084,6205,"Musk, which is scraped from their genitals once a day for as long as they can surv ive, makes the scent of perfume last a bit longer after each application."
1085,6206,"(The heat increases their ""production"" of musk.)"
1086,6217,I hope all are well.
1087,6229,I found this on a bulletin board and decided to try it: I don't care about the useless pre-fabricated crap this message usually says.
1088,6230,"All I say is, it works."
1089,6233,"Within seven days, I started getting money in the mail!!"
1090,6235,"I figured it would end soon, but the money just kept coming in."
1091,6236,"In my first week, I made about $25.00."
1092,6238,"In the third week I had more than $10,000.00 and it's still growing!!"
1093,6243,I promise you that if you follow the directions exactly that you will start making more money than you thought possible by doing something so easy!!
1094,6255,This program remains successful because of the honesty and integrity of the participants.
1095,6282,"(I think there are close to 24,000 groups)"
1096,6291,This VERIFIES that you are truly providing a service.
1097,6322,The last wolf was killed in Yellowstone National Park in 1943.
1098,6325,"After the major kill-offs, wolves outside of Alaska and Canada existed mostly as legend."
1099,6326,"Like UFOs or Sasquatch, several people claimed to see fleeting lone wolves, usually in Yellowstone."
1100,6331,"Over time, the wolf's absence seemed to rehabilitate its image."
1101,6338,"They explained that elk in Yellowstone used to browse unmolested on young aspen and willow growing near the banks of streams, a behavior that prevented the saplings from reaching mature stages and increased the possibility of soil erosion."
1102,6340,"""All you have to do is look at the photographs,"" Ed Bangs, wolf recovery coordinator for the U.S. Fish and Wildlife Service, told UPI's Blue Planet,"
1103,6341,"""You say, 'wow!'"
1104,6346,"""It may be uninteresting to a lot of people,"" Beschta told Blue Planet."
1105,6349,"Since wolf recovery, streamside plants, willows and cottonwoods provide food for other critters -- beavers, a whole variety of avian species, berry-producing shrubs that bears can use."
1106,6351,The plants provide shade and root strength for bank stability.
1107,6353,"Yellowstone has a vast elk herd, one of the largest in the world."
1108,6354,"Bangs said although the number of elk has not declined very much since the wolves came back, their behavior appears markedly different."
1109,6355,"""I'm pretty suspicious of making broad generalizations,"" however, he cautioned."
1110,6360,"Bangs said the agency has established viable wolf packs in the northern Rockies, as required by federal regulations."
1111,6361,"Some conservationists want the protection extended so wolves can move into other states, including Colorado, Utah and Oregon, among others."
1112,6362,"On Jan. 31, Oregon Federal District Court Judge Robert E. Jones appeared to agree with them."
1113,6363,He vacated the FWS decision to downgrade the wolf's status.
1114,6364,Bangs said his agency is still reviewing the decision.
1115,6367,"A Yellowstone wolf was found dead, hit by a car, on a Colorado highway last year, several hundred miles from home."
1116,6369,"There are only about 850 wolves in the West, but there are an estimated 31,000 mountain lions."
1117,6370,"Pound for pound, mountain lions eat more game and more livestock than wolves."
1118,6372,"Yet people seem willing -- even eager -- to accommodate mountain lions, despite the risks."
1119,6375,They seem to be just that: rumors.
1120,6378,"Bangs said these animals are not equipped to survive in the wild, however, and they all almost certainly have died."
1121,6379,"He said after 10 years of DNA testing on northern Rockies wolves, scientists have not found a single strain that did not belong to one of the wolves the agency released -- or their descendants."
1122,6383,"Climate: Humans fuss, animals adjust"
1123,6390,"Nina Leopold Bradley, a plant ecologist and daughter of the conservation pioneer Aldo Leopold, published a 1999 paper in the Proceedings of the National Academy of Sciences on her 61-year uninterrupted phenological records."
1124,6391,Phenology studies an organism's development and life cycle -- the pulse of life.
1125,6392,"Bradley's record of 300 phenophases found that even prior to 1999, spring was arriving in higher latitudes several weeks earlier than in the earlier years of her data."
1126,6396,Half of the 300 phenophases Leopold tracked showed a response consistent with warming.
1127,6398,An analysis of 65 bird species in the United Kingdom shows about one-third are laying their eggs four to seven days earlier than they did 25 years ago.
1128,6399,"""One of the major, most well-documented and robust findings in ecology over the past century has been the crucial role of climate in determining the geographical distribution of species and ecological communities,"" concluded a report titled ""Observed Impacts of Global Climate Change in the United States,"" released by the Pew Center on Global Climate last week."
1129,6400,Pew researchers looked at about 40 studies that could provide an assessment of whether climate was affecting biology.
1130,6401,"""Half of the studies provide strong evidence of a causal link between the biological change and climate change,"" said Camille Parmesan, a University of Texas-Austin biologist and one of the world's leading experts on this issue."
1131,6402,"These changes are occurring across all species, Parmesan told UPI's Climate."
1132,6403,"""Across the United States, the northern edge of species' range is expanding,"" she said."
1133,6406,"""Empirical research pointed to climate as being a strong driver,"" she said."
1134,6409,"Throughout the United States, she said, ""spring is about two weeks earlier."
1135,6414,"Such consequences include shifting and, in some cases, contraction of ranges and changes in species composition within ecosystems."
1136,6417,"The Pew report coincided with the release in Iceland of the ""Arctic Climate Impact Assessment."""
1137,6418,"The ACIA -- with participation by the United States, Canada, Denmark, Finland, Iceland, Norway, the Russian Federation and Sweden -- was begun in 2000."
1138,6419,"""The impacts of global warming are affecting people now in the Arctic,"" said ACIA chair Robert Corell."
1139,6421,"The impacts of climate change on the region and the globe are projected to increase substantially in the years to come."""
1140,6422,The ACIA found Arctic winter temperatures have increased 4 degrees to 7 degrees Fahrenheit in the last 50 years and should go up about twice that much in the next 100 years.
1141,6424,"""Should the Arctic Ocean become ice-free in summer, it is likely that polar bears and some seal species would be driven toward extinction,"" the report concluded."
1142,6425,"As with so much climate research, not everyone agrees with these dire predictions."
1143,6426,"A third report, ""The Impacts of Climate Change: An Appraisal for the Future,"" completed by the Britain-based International Policy Network and released almost simultaneously with the other two, falls somewhat into that category."
1144,6427,"On the one hand, the IPN report agreed ""Climate models generally predict that the temperature rises in the Arctic will substantially exceed the global rise."
1145,6429,"On the other hand, the report thinks the news might not be so bad for the North Atlantic fisheries."
1146,6430,"""The impact of global warming on fish stocks and fisheries is hard to judge,"" the IPN report said."
1147,6432,"The important commercial species that probably would benefit from warming include cod, haddock, saithe, herring, blue whiting and several types of flatfish and crustaceans -- such as the Norway lobster."
1148,6433,"Important species that probably would decline include shrimp, capelin, Greenland halibut and some varieties of flatfish."
1149,6434,Hidden in this laundry list -- and in the pile of studies examined by the Pew researchers -- is one of the fundamental chasms dividing participants in the global warming debate.
1150,6435,"The IPN report examines commercial fish species, but it neglects important non-commercial animals, such as seals and polar bears."
1151,6437,"The problem is whether one cares what happens to the polar bears, checkerspot butterflies and other unconsumables."
1152,6438,The Pew researchers tried to transcend the economic argument.
1153,6439,"They assumed a value -- unspecified -- for non-commercial species, and in doing so rendered the warming news a bit less rosy."
1154,6441,"""When dandelions have set the mark of May on Wisconsin pastures, it is time to listen for the final proof of spring,"" wrote Aldo Leopold in ""A Sand County Almanac."""
1155,6453,"In the world press, commentators predict that Katrina will make a profound change in the way the US is perceived at home and abroad, especially following the scenes of poverty and racial divisions they believe the disaster has revealed."
1156,6464,"You people think it is race, but it is not."
1157,6468,The plain fact is that Bush has a sight more in the way of common humanity than a great many of his detractors.
1158,6485,I have a friend who came here from Bulgaria after winning a green card in a lottery.
1159,6487,Her husband became a citizen of the US just the week before last.
1160,6492,"When not in Texas, I lived in LA and San Francisco."
1161,6493,"There is a lot of racial diversity in all of these places... and I've vacationed through the south... visited my folks when they lived in Mississippi, and where they live now and are in the racial minority being white (less than 20%) in northeastern Arkansas."
1162,6494,"The fact is, when I began traveling for business to New England, when I first visited my in-laws in Montana and Idaho, I was shocked at the lack of racial diversity."
1163,6499,"Some refused to leave, but so many were unable to."
1164,6503,I suspect it will not change greatly... but you never know how much stock people put in the news.
1165,6505,I expect that many of the displaced people (those affluent and those not) will remain in the places they were evacuated to.
1166,6521,What I know is that I have a close friend who's aunt disappeared in New Orleans.
1167,6523,"The family here (California) wanted to fly any family members from there to CA, so they could remain here until things got straightened out down there."
1168,6525,The hope was that anyone looking for the Aunt would see the family post and know that help was available.
1169,6528,"What I heard was the Mayor of New Orleans, saying that he didn't order the buses or anything else to be used because he was waiting on someone else to tell him what to do."
1170,6531,"About 30 seconds into his address, he started flogging the terrorist issue just one more time."
1171,6534,"I guess if you have a schtick that is a resounding success once, you can't help but trot it out every time your act is going sour."
1172,6536,"The gall of it all is that Bush is stumping for more money to build more refineries, when what he should do is pour money into making the US independent of OPEC or crude oil all together."
1173,6556,"As a result, your finances improve - and your newfound confidence could attract new love into your life."
1174,6562,These leaps and bounds forward include love and creativity.
1175,6610,There's so much punch packed into this combination that it's almost scary.
1176,6623,"2005 sees you expanding your intuitive and psychic skills even more, Aquarius."
1177,6624,"The mysteries of the universe continue to attract and intrigue you, as you apply your mystical awareness to the important decisions upcoming in your life, especially concerning partnerships of all kinds."
1178,6637,"""Success comes before work"" only in the dictionary"
1179,6647,The mysterious RAPHAEL Holinshed was named for the mysterious Neoplatonic Italian painter RAPHAEL Sanzio who painted _St.George Fighting the Dragon_ (1504-06)
1180,6650,Like William Shakspere RAPHAEL (the painter) died on his April birthday Laura & Bridget's day:
1181,6670,"<< Upon the sixth of April, Alexander the Great was born."
1182,6671,"Upon the same day he conquered Darius, won a great victory at sea, & died the same day."
1183,6676,"A Spanish refugee, ANTONIO PEREZ, visited England in 1593 and became acquainted with Francis & ANTHONY Bacon, with whom for a time he seems to have been on terms of intimacy, which did not last very long, for the Spaniard developed so much affectation & bombast that he became unpopular in Court circles."
1184,6677,"In 1594 PEREZ wrote & published a book under the assumed name of ""RAPHAEL PEREGRINO."""
1185,6692,"The 69 year old Dr. Lopez was found guilty and was summarily hung and quartered on June 7, 1594 at Tyburn."
1186,6695,"Lopez's 1561 book ""Libro de la invencion liberal y arte del Juego del Acedraz"" became THE classic on Chess openings, including the one that bears his name."
1187,6716,1574 Boi and Leonardo beat Lopez & Ceron in presence of Phillip II.
1188,6717,1575 Leonardo beats Ruy Lopez in Madrid.
1189,6725,"<<""I have told you, friend,"" said the curate, ""that this is done to divert our idle thoughts; and as in well-ordered states games of CHESS, fives, and billiards are allowed for the diversion of those who do not care, or are not obliged, or are unable to work, so books of this kind are allowed to be printed, on the supposition that, what indeed is the truth, there can be nobody so ignorant as to take any of them for true stories;>>"
1190,6726,"<<""Well then,"" said Don Quixote, ""the same thing happens in the comedy and life of this world, where some play emperors, others popes, and, in short, all the characters that can be brought into a play; but when it is over, that is to say when life ends, death strips them all of the garments that distinguish one from the other, and all are equal in the grave."""
1191,6727,"""A fine comparison!"" said Sancho; ""though not so new but that I have heard it many and many a time, as well as that other one of the game of CHESS; how, so long as the game lasts, each piece has its own particular office, and when the game is finished they are all mixed, jumbled up and shaken together, and stowed away in the bag, which is much like ending life in the grave."""
1192,6728,"""Thou art growing less doltish and more shrewd every day, Sancho,"" said Don Quixote."
1193,6729,"""Ay,"" said Sancho; ""it must be that some of your worship's shrewdness sticks to me; land that, of itself, is barren and dry, will come to yield good fruit if you dung it and till it>>"
1194,6734,"The highly coloured lithograph of the Faithful Hero seemed to look dimly, in the light of one candle, at the man with no faith in anything except the truth of his own sensations."
1195,6744,I was to see that the doors were open and the signal of a green or white light in a window which faced the drive was to give notice if all was safe or if the attempt had better be postponed.
1196,6745,"""But everything went wrong with us."
1197,6748,He and his master dragged me to my room and held judgment upon me as a convicted traitress.
1198,6751,But they determined to get rid forever of Garcia.
1199,6753,I swear that he might have twisted it off had I understood what it would mean to Garcia.
1200,6754,"Lopez addressed the note which I had written, sealed it with his sleeve-link, and sent it by the hand of the servant, Jose."
1201,6756,I believe he must have waited among the gorse bushes through which the path winds and struck him down as he passed.
1202,6761,"The Rock revolution happened in the Sixties (6, number of the Beast)."
1203,6762,"It came from Liverpool, that was the port base to the Titanic, destroyed by God because of the arrogant insult of captain Smith (also from Liverpool): ""Not even God can sink my ship"" (not only the captain, but also the rest of the crew and even the orchestra playing at the Titanic were from Liverpool)."
1204,6763,"The Rock revolution came from the nation that allows a church to be changed to a pub or to a dance room or to a recording studio full of drug addicts, homosexuals and lunatics (as that of George Martin, ally of the Beatles)."
1205,6766,"As the epithet of the government of Satan on that nation, the center of London, the so well-known Piccadilly Circus, takes it's name from an old brothel (the ""Piccadilla House"" which means ""The House of Sin""), disappeared nowadays."
1206,6775,"From then on, the Beatles began to get involved in false religions and to preach them to the world."
1207,6776,"John Lennon's divorce followed, as well as his entering the world of black magic, as deeply as to buy the apartment. where the ""Rosemary's baby"" had been filmed, previous property of Roman Polansky, and in that same apartment John Lennon had a room upholstered with black silk where he used to do his black magic operations."
1208,6777,"Came the disintegration of the Beatles' minds with LSD which has caused, among others, schizophrenic lyrics such as ""I am the Walrus"" and incoherent schizophrenic musical expositions like ""Revolution number 9""."
1209,6778,"At the same time, the devil acted through his other main puppets with ""Sympathy for the devil"" that was when the pact of the Rolling Stones with Satan took the life of the founder of the group, the guitarist Brian Jones (who refused to be a puppet of the devil), murdered by people sent by Mick Jagger, another assassin."
1210,6780,"Antichrist John Lennon wanted to compete with Jesus Christ, and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming ""Peace"", being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of ""The ballad of John and Yoko"": ""the way things are going, they're going to crucify me..."", The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the ""Rolling Stone"" magazine (today condensed in the ""Lennon remembers"" book) where he speaks about how bad thing were going for him blaming ""whatever is up there"" for it (referring to God)."
1211,6784,"To Paul McCartney whose company's logo was a person toying with the planets as if he was a god, and who was being very much deluded in his ego trip by the fact that he was made ""Sir"" (when in England even the road sweeper is made Sir, as long as he produces money for the nation), GOD provided cancer to the wife."
1212,6786,"At the same time McCartney was going out with Heather Mills, he used Linda's death for promotional ends, due to his waning popularity."
1213,6788,"Paul admitted that he made Linda suffer a lot, but he didn't say that it was because he felt insecure as a man due to his womanish face and effeminate manners and also because with his age his sexual power was not the same, even though it has never been much."
1214,6789,"The early days were the days of competition between Paul and his wife and John and his wife and he knew he had to compete with ugly John for the leadership of the band in front of their wives and having Yoko Ono made him aware of his lack of virility and repressed homosexuality, he grew the beard that we see in the ""Let it Be"" film and started to show pictures of naked women in the same film, doing every effort he could to be seen as a man...."
1215,6792,"Paul has such a big inferiority complex as a man, due to his effeminate face, body and personality and due to his repressed homosexuality, that he found himself a handicapped woman with only one leg, so that he could stand out, being very conscious that a full woman would make him feel the superiority of virile men again, as Jane and Linda did."
1216,6796,"Because of the trauma that his homosexual relation with Brian Epstein had left him, he made lyrics such as: ""You can wear a collar and a tie, one thing you can't hide is when you're crippled inside"" and gave declarations to the ""Rolling Stone"" magazine saying that ""sometimes he wore Texan boots to feel more secure as a man""."
1217,6799,That rejection got to the point that George Harrison kicked Yoko Ono in the Apple studios during the filming of Let it Be.
1218,6803,The Jewish marriage living to the right of George's house said that he is an arrogant person who does never return a greeting.
1219,6804,The newly married couple living on the corner in front of the entrance of George's house (Friar Park) refers to him as an overbearing person to stay away from.
1220,6805,"The receptionist of ""Hand made"", the former film making company of George Harrison said: ""we don't have any relation with that man anymore and we don't want to know anything about him""."
1221,6807,Their chauvinisms got to the point that even they themselves hated each other.
1222,6808,Paul McCartney said that George Harrison is a nothing.
1223,6809,George Harrison said that he is tired of listening to people talk about John Lennon....
1224,6810,"George Harrison said in a video that ""Oasis is a very untalented band and they shouldn't be playing at all"", all of it being the truth, but the Beatles is also a band of very poor musicians, if musicians at all, who could only play a couple of elementary guitar chords and who are as untalented as Oasis."
1225,6814,"He thinks he will deceive people in this way, so that the real McCartney will not be perceived."
1226,6821,We recommend you to take that curse out of your house throwing away everything related to the Devil's main nine puppets....
1227,6833,"""The Bush administration is preparing its NATO allies for a possible military strike against suspected nuclear sites in Iran in the New Year, according to German media reports, reinforcing similar earlier suggestions in the Turkish media,"" reported UPI on December 30th."
1228,6834,"""The Berlin daily Der Tagesspiegel this week,"" continued UPI, ""quoted 'NATO intelligence sources' who claimed that the NATO allies had been informed that the United States is currently investigating all possibilities of bringing the mullah-led regime into line, including military options."
1229,6838,"The recent elections in Iraq were dominated by an amalgam of religiously fundamentalist Shi'ite organizations, principally the Dawa Party and the Supreme Council for Islamic Revolution in Iraq (SCIRI)."
1230,6839,Both Dawa and SCIRI have umbilical connections to the fundamentalist Shi'ite leadership in Iran that go back decades.
1231,6850,"According to a report issued by the Center for Strategic and International Studies in December of 2004, Iran ""has some 540,000 men under arms and over 350,000 reserves."
1232,6851,"They include 120,000 Iranian Revolutionary Guards trained for land and naval asymmetrical warfare."
1233,6853,"""Iran is now the only regional military power that poses a significant conventional military threat to Gulf stability,"" continued the CSIS report."
1234,6854,"""Iran has significant capabilities for asymmetric warfare, and poses the additional threat of proliferation."
1235,6855,There is considerable evidence that it is developing both a long-range missile force and a range of weapons of mass destruction.
1236,6857,"A MILNET brief issued in February 2005 reports, ""Due to its position astride the Persian Gulf, Iran has constantly been a threat to the Gulf."
1237,6858,The so called 'Tanker' wars in the late 1980s put Iran squarely in the bullseye of all nations seeking to transport oil out of the region.
1238,6861,"The CSIS report cites numerous areas where Iran has funded modernization including the most troublesome aspect, anti-shipping cruise missiles: 'Iran has obtained new anti-ship missiles and missile patrol craft from China, midget submarines from North Korea, submarines from Russia, and modern mines.'"""
1239,6865,"In essence, Iran holds the high ground in the Gulf."
1240,6871,The Sunburn takes two short minutes to cover its full range.
1241,6872,"The missile's manufacturers state that one or two missiles could cripple a destroyer, and five missiles could sink a 20,000 ton ship."
1242,6886,"In February of 2005, Iran and Syria agreed upon a mutual protection pact to combat ""challenges and threats"" in the region."
1243,6890,Virtually every credible analysis has Syria standing as the strongest military force in the Middle East after Israel.
1244,6892,"As of 2002, Syria had some 215,000 soldiers under arms, 4,700 tanks, and a massive artillery capability."
1245,6893,"The Syrian Air Force is comprised of ten to eleven fighter/attack squadrons and sixteen fighter squadrons, totaling somewhere near 650 aircraft."
1246,6910,South Korea holds about $200 billion.
1247,6911,These sums give these countries enormous leverage over the United States.
1248,6914,"China and Japan, and the world at large, have more dollar reserves than they require."
1249,6920,"In short, China has the American economy by the throat."
1250,6925,The rapid victory during the first Gulf War cemented this perception.
1251,6928,"Thanks to repeated deployments to Iraq and Afghanistan, recruiting is at an all-time low."
1252,6930,"Across the board, the American military is stretched to the breaking point."
1253,6931,Two vaunted economists - one a Nobel Prize winner and the other a nationally renowned budget expert - have analyzed the data at hand and put a price tag on the Iraq occupation.
1254,6947,What manner of maniac would undertake such a dangerous course?
1255,6953,"The invasion of Iraq provided marvelous political cover for the GOP not only during those midterms, but during the 2004 Presidential election."
1256,6955,The answer lies in one now-familiar name: Jack Abramoff.
